,id,filename,cluster,distance
52,ce51c8ae-5e71-4843-a505-258b15a88bf0,SLEP_Final.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",0.1344325824346001
53,ac050173-f2bc-4903-95dd-2c8caeec73e2,BOS_COMMS_bonet_analysis-vanderweil_2014-04-16.pdf,"data, cyxtera, center, data, connection, security, provide, network, bonet, global",1.7318889774914565
54,4def18c1-3831-47fa-8bd8-1e02621bdcc5,Segment_C_Oquirrh_to_Terminal_2.pdf,"w, r, m, d, o, d, mw, p, w, n",0.9084122887933315
55,660fccc0-fbbc-45b6-baf6-a7da05700513,Segment_C_Oquirrh_to_Terminal.pdf,"w, r, m, d, o, d, mw, p, w, n",0.7056147629659866
56,4cc3a26f-d3bc-4cab-b013-d5da78573ea0,VPH_230kV_DEIS_Appendix_A.pdf,"w, r, m, d, o, d, mw, p, w, n",0.9448704094679392
57,90556a4f-034c-4c5e-858c-974bf2186ac4,Segment_C_Oquirrh_to_Terminal_1.pdf,"w, r, m, d, o, d, mw, p, w, n",1.0793472519627179
58,b38a62f8-9ef1-4283-932f-4dc589625bcc,Sigurd-RedButte_Alt_Routes_Map.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",1.51651382067475
59,12db2102-5312-4821-a680-6479992a9b94,BOS_COMMS_CL_DC_bo1-waltham-ma-colocation-datasheet-ss111859.pdf,"data, cyxtera, center, data, connection, security, provide, network, bonet, global",0.6692638811911884
60,1ea9fb67-7773-4302-907a-be2636c28228,BOS_COMMS_CL_DC_bo2-waltham-ma-ss111877.pdf,"data, cyxtera, center, data, connection, security, provide, network, bonet, global",1.329560649763238
61,6dc33e86-ec64-4050-8296-f2a88b12540a,BOS_COMMS_CL_DC_bo3-waltham-ma-colocation-tearsheet-ss111884.pdf,"data, cyxtera, center, data, connection, security, provide, network, bonet, global",1.6688064314280786
62,98f9e6c6-fd5d-42df-8cb1-e698e5a5e964,BOS_BWSC_2018_CEB.pdf,"st., sewer, commission, water, boston, sso, total, budget, roxbury, replacement",0.9494004787569137
63,99fc3ac5-b1e2-4936-a01f-97b616a021eb,BOS_BWSC_cafr15.PDF,"st., sewer, commission, water, boston, sso, total, budget, roxbury, replacement",1.7567793535080485
64,783d03af-5342-4e53-8b2d-390dfd624068,BOS_bwsc_cip_2014-2016 (1).pdf,"st., sewer, commission, water, boston, sso, total, budget, roxbury, replacement",0.8616874098999685
65,83a23e66-9b97-4808-b944-8791f00b48a2,BOS_bwsc_cip_2014-2016.pdf,"st., sewer, commission, water, boston, sso, total, budget, roxbury, replacement",0.8616874098999691
